0,000000
0,003000
0,006000
0,009000
0,013000
0,016000
0,019000
0,024000
0,026000
0,029000
0,035000
0,036000
0,041000
0,047000
0,052000
0,053000
0,055000
0,061000
0,065000
0,069000
0,075000
0,079000
0,084000
0,085000
0,092000
0,097000
0,101000
0,103000
0,109000
0,111000
0,119000
0,125000
0,127000
0,136000
0,140000
0,156000
0,143000
0,154000
0,157000
0,159000
0,174000
0,170000
0,175000
0,188000
0,187000
0,228000
0,194000
0,202000
0,215000
0,214000
0,214000
0,227000
0,230000
0,239000
0,238000
0,245000
0,256000
0,261000
0,279000
0,273000
0,279000
0,292000
0,287000
0,300000
0,304000
0,311000
0,309000
0,319000
0,335000
0,338000
0,358000
0,345000
0,349000
0,354000
0,380000
0,381000
0,376000
0,386000
0,398000
0,396000
0,397000
0,411000
0,407000
0,431000
0,447000
0,437000
0,456000
0,444000
0,465000
0,464000
0,480000
0,471000
0,490000
0,482000
0,495000
0,543000
0,649000
0,518000
0,530000
0,533000
