0,000000
0,002000
0,004000
0,004000
0,006000
0,008000
0,010000
0,012000
0,012000
0,013000
0,017000
0,017000
0,019000
0,020000
0,026000
0,023000
0,024000
0,027000
0,029000
0,030000
0,032000
0,038000
0,036000
0,035000
0,038000
0,048000
0,044000
0,042000
0,046000
0,047000
0,052000
0,053000
0,052000
0,057000
0,061000
0,059000
0,060000
0,063000
0,063000
0,064000
0,077000
0,066000
0,070000
0,079000
0,077000
0,094000
0,082000
0,082000
0,094000
0,088000
0,091000
0,095000
0,100000
0,097000
0,094000
0,102000
0,106000
0,111000
0,120000
0,115000
0,115000
0,124000
0,116000
0,126000
0,126000
0,133000
0,129000
0,136000
0,134000
0,148000
0,157000
0,149000
0,148000
0,146000
0,164000
0,158000
0,162000
0,157000
0,163000
0,166000
0,167000
0,170000
0,170000
0,182000
0,187000
0,186000
0,192000
0,187000
0,193000
0,189000
0,201000
0,197000
0,206000
0,205000
0,210000
0,215000
0,219000
0,220000
0,232000
0,236000
